Rank;Name;Team;Match;WWCD;Elims;Placement;Total;Survival Time;Max elim range;In Damage;Heal;Headshot;Drive distance;Death;Damage;Assist;Air drop;Moving distance;Region ;Week;Day
56;DSSaz1;Delta Stars;5;0;3;4;7;5321;302;975;469;0;25100;5;765;2;1;33095;Latam;Super Weekend 1;3
57;AT7chooco;Aton Esports;5;0;3;4;7;5682;0;1457;755;0;48140;5;1117;2;0;55918;Latam;Super Weekend 1;3
58;AT7Milos;Aton Esports;5;0;3;4;7;5356;104;824;291;1;40447;5;653;1;0;49578;Latam;Super Weekend 1;3
59;DSLuuuHarden;Delta Stars;5;0;2;4;6;5123;75;1013;576;0;25153;5;393;2;0;33203;Latam;Super Weekend 1;3
60;AT7Luckyyyyy;Aton Esports;4;0;3;3;6;4584;12;815;372;0;30874;4;825;3;0;39248;Latam;Super Weekend 1;3
61;AT7Fran96;Aton Esports;5;0;2;4;6;5551;100;1101;643;1;38515;5;1071;1;1;47071;Latam;Super Weekend 1;3
62;INFzohaNK11;Infinity;5;0;4;2;6;5349;227;815;449;0;24117;5;1425;5;1;35640;Latam;Super Weekend 1;3
63;esgKenFB;Estorm;5;0;2;3;5;4944;0;746;216;0;29599;5;597;1;0;37999;Latam;Super Weekend 1;3
64;INFgamo;Infinity;4;0;3;2;5;3692;171;748;322;0;21620;4;340;2;0;28551;Latam;Super Weekend 1;3
65;esgWallss;Estorm;5;0;1;3;4;4205;0;786;104;0;23283;5;214;1;1;30194;Latam;Super Weekend 1;3
66;INFaquiles;Infinity;5;0;2;2;4;5077;0;983;332;0;25051;5;702;1;0;36918;Latam;Super Weekend 1;3
67;esgRonaldinho;Estorm;5;0;0;3;3;4479;0;832;168;0;17706;5;531;0;0;25609;Latam;Super Weekend 1;3
68;esgLuiss;Estorm;2;0;0;2;2;2504;0;323;330;0;12149;2;236;2;0;16767;Latam;Super Weekend 1;3
69;esgFear;Estorm;3;0;1;1;2;2936;8;440;196;0;10931;3;210;0;0;13434;Latam;Super Weekend 1;3
70;ftyRuloODR;Fraternity;3;0;1;1;2;3423;0;695;356;0;7207;3;336;1;0;14187;Latam;Super Weekend 1;3
71;AGGMaluma;All Glory Gaming;1;0;0;1;1;1035;0;152;6;0;11962;1;104;0;0;12923;Latam;Super Weekend 1;3
72;AT7Astaa;Aton Esports;1;0;0;1;1;943;0;197;0;0;6154;1;73;0;0;7618;Latam;Super Weekend 1;3
73;INFnito;Infinity;1;0;0;0;0;1602;0;100;120;0;5398;0;216;1;0;8109;Latam;Super Weekend 1;3
74;RoWRorro;Royals of War;1;0;0;0;0;812;0;197;0;0;6593;1;70;0;0;7964;Latam;Super Weekend 1;3
75;mzsLEANDRO77;Mezexis Dreams;1;0;0;0;0;428;0;100;0;0;0;1;100;0;0;1591;Latam;Super Weekend 1;3
1;AT7Milos;Aton Esports;4;1;11;41;52;5142;0;848;560;1;18418;3;1924;4;1;29076;Latam;Weekday 2;1
2;AT7Fran96;Aton Esports;4;1;7;41;48;5423;87;939;715;1;16211;3;1619;5;0;26711;Latam;Weekday 2;1
3;AT7Luckyyyyy;Aton Esports;4;1;6;41;47;5115;42;958;922;1;17099;4;1588;2;0;26654;Latam;Weekday 2;1
4;AT7chooco;Aton Esports;4;1;5;41;46;4944;72;902;692;0;13460;3;982;4;1;24039;Latam;Weekday 2;1
5;bcReyessss;Buluc Chabtan;4;0;13;32;45;4740;132;1453;988;3;25868;4;2252;7;0;34127;Latam;Weekday 2;1
6;bcFernann;Buluc Chabtan;4;0;12;32;44;5362;61;1326;834;1;15605;4;2321;5;0;25458;Latam;Weekday 2;1
7;JGRbbyrodz;Team Jaguar;4;2;12;31;43;5319;65;738;698;3;17363;2;1900;4;0;28101;Latam;Weekday 2;1
8;bcElianKidd;Buluc Chabtan;4;0;6;32;38;5709;16;1509;1043;1;17570;4;1545;7;1;26732;Latam;Weekday 2;1
9;bcMadeonn;Buluc Chabtan;4;0;4;32;36;5676;64;1122;544;0;17337;4;1612;5;0;28641;Latam;Weekday 2;1
10;JGRpatronZinn;Team Jaguar;4;2;4;31;35;4892;142;676;509;0;18184;3;886;2;0;26784;Latam;Weekday 2;1
11;JGRskelerr;Team Jaguar;4;2;3;31;34;4722;0;770;506;1;16065;3;728;3;0;25819;Latam;Weekday 2;1
12;INFaquiles;Infinity;4;1;8;25;33;5264;0;426;940;1;16655;3;1752;5;0;27583;Latam;Weekday 2;1
13;DSSaz1;Delta Stars;4;1;6;27;33;5102;26;1111;562;1;30021;3;1266;6;0;37622;Latam;Weekday 2;1
14;DS茅lite;Delta Stars;4;1;6;27;33;5377;94;1002;704;1;30054;3;1449;2;0;39438;Latam;Weekday 2;1
15;JGRseba;Team Jaguar;4;2;1;31;32;4879;0;918;574;0;18243;3;550;2;0;26789;Latam;Weekday 2;1
16;DSFraggersz1;Delta Stars;4;1;5;27;32;5065;0;647;455;1;26432;3;701;3;0;32933;Latam;Weekday 2;1
17;INFluxe;Infinity;4;1;6;25;31;4973;0;1079;850;2;23261;3;1202;7;0;33424;Latam;Weekday 2;1
18;7DsHard;7DeadlySins;4;0;8;22;30;5907;41;964;497;0;22189;4;1695;4;0;30045;Latam;Weekday 2;1
19;INFnito;Infinity;4;1;4;25;29;4846;95;740;400;0;14769;3;1471;4;0;24672;Latam;Weekday 2;1
20;DSEscanorr;Delta Stars;4;1;2;27;29;4445;0;1023;454;0;24283;4;630;4;0;32200;Latam;Weekday 2;1
21;INFzohaNK11;Infinity;3;1;3;24;27;4223;0;494;1507;0;17892;2;1237;6;0;24434;Latam;Weekday 2;1
22;ftyRider;Fraternity;4;0;7;20;27;5361;0;903;387;0;22490;4;899;1;0;32752;Latam;Weekday 2;1
23;7DsLucasboyy;7DeadlySins;3;0;6;21;27;4372;116;505;353;1;13618;3;1529;11;0;21773;Latam;Weekday 2;1
24;7DsGuerrero奴;7DeadlySins;4;0;5;22;27;5192;0;1194;507;2;19486;4;871;3;0;29670;Latam;Weekday 2;1
25;ftyGamma;Fraternity;4;0;4;20;24;5083;0;1205;549;0;25788;4;1350;2;0;37187;Latam;Weekday 2;1
26;9zAlexiss;9z Team;4;0;4;19;23;4164;0;756;234;0;17568;4;779;2;0;25126;Latam;Weekday 2;1
27;ftyRuloODR;Fraternity;4;0;2;20;22;5142;10;1219;447;0;24292;4;575;3;0;34159;Latam;Weekday 2;1
28;ftySanti666;Fraternity;4;0;2;20;22;4959;0;767;248;0;22352;4;518;1;1;33045;Latam;Weekday 2;1
29;esgRonaldinho;Estorm;4;0;4;18;22;5106;250;871;400;1;13210;4;574;1;0;22908;Latam;Weekday 2;1
30;esgWallss;Estorm;4;0;4;18;22;4852;183;1035;347;1;9281;4;561;1;0;19248;Latam;Weekday 2;1
31;CP9daaavid;CP9 Esports;4;0;8;14;22;4825;59;742;286;1;13933;4;1420;3;0;21629;Latam;Weekday 2;1
32;9zAiklon;9z Team;4;0;1;19;20;4549;0;1063;440;0;23676;4;317;0;0;32084;Latam;Weekday 2;1
33;9zAdreN;9z Team;4;0;1;19;20;4293;180;656;78;0;22931;4;439;0;0;31105;Latam;Weekday 2;1
34;9zChiquito;9z Team;4;0;0;19;19;5141;0;1142;692;0;23926;4;279;1;0;33753;Latam;Weekday 2;1
35;goldYessi;Golden Eagles Esports;4;0;5;14;19;4742;0;685;278;0;26717;4;408;2;0;35985;Latam;Weekday 2;1
36;CP9oscar;CP9 Esports;4;0;5;14;19;4800;106;794;471;2;13350;4;1181;5;0;21972;Latam;Weekday 2;1
37;esgKenFB;Estorm;4;0;0;18;18;4541;0;898;227;0;13112;4;191;1;0;20801;Latam;Weekday 2;1
38;7DsKratozyxx;7DeadlySins;3;0;4;14;18;4056;0;739;412;0;18431;3;721;0;0;25540;Latam;Weekday 2;1
39;TQNITSUUUUUUU;Team Queso;4;0;6;12;18;4705;67;810;359;2;21452;4;936;1;0;30475;Latam;Weekday 2;1
40;CP9strappp;CP9 Esports;4;0;4;14;18;4609;0;693;350;0;14945;4;663;0;0;24860;Latam;Weekday 2;1
41;TQbyebye;Team Queso;4;0;5;12;17;4851;121;1033;493;0;15089;4;1031;2;0;25288;Latam;Weekday 2;1
42;goldS1mple;Golden Eagles Esports;4;0;3;14;17;5100;0;941;404;1;26408;4;1058;0;0;34374;Latam;Weekday 2;1
43;goldMaurer;Golden Eagles Esports;4;0;2;14;16;4451;0;985;487;0;31727;4;396;3;0;39189;Latam;Weekday 2;1
44;TQAyala;Team Queso;4;0;3;12;15;4967;0;777;458;0;20840;4;1101;5;0;29675;Latam;Weekday 2;1
45;TQCUNHA;Team Queso;4;0;3;12;15;5037;37;1130;1384;0;16044;4;1351;2;0;26090;Latam;Weekday 2;1
46;goldIrachetoO;Golden Eagles Esports;4;0;1;14;15;5156;0;679;318;0;31651;4;465;5;1;40356;Latam;Weekday 2;1
47;esgFear;Estorm;2;0;3;12;15;2818;53;612;330;0;9678;2;388;2;0;13426;Latam;Weekday 2;1
48;CP9dreww;CP9 Esports;4;0;1;14;15;4700;70;1159;661;0;15287;4;886;5;0;25786;Latam;Weekday 2;1
49;7DsJoaco;7DeadlySins;2;0;3;9;12;2663;0;501;107;2;6511;2;785;1;1;12335;Latam;Weekday 2;1
50;AGGRojas;All Glory Gaming;4;0;2;9;11;4710;21;649;1189;0;23356;4;409;1;0;33184;Latam;Weekday 2;1
51;AGGLeonel;All Glory Gaming;4;0;2;9;11;4367;31;782;276;0;20493;4;512;0;0;29160;Latam;Weekday 2;1
52;AGGErago;All Glory Gaming;4;0;2;9;11;4452;0;632;257;0;18958;4;616;1;0;28080;Latam;Weekday 2;1
53;ISGjessupZDL;Isurus;4;0;6;3;9;4832;123;1035;570;2;20406;4;1039;3;0;29936;Latam;Weekday 2;1
54;mzsTNX;Mezexis Dreams;4;0;5;4;9;4634;0;721;409;1;18860;4;644;0;0;28153;Latam;Weekday 2;1
55;AGGGuapo;All Glory Gaming;4;0;0;9;9;4378;0;679;298;0;22730;4;364;1;0;31086;Latam;Weekday 2;1
56;RoWDreamzyxki;Royals of War;4;0;2;6;8;4755;17;921;541;0;18629;4;827;2;1;29506;Latam;Weekday 2;1
57;FGxMILOVAN777;Furious Gaming;4;0;6;2;8;4273;164;727;383;1;23081;4;1051;3;0;31034;Latam;Weekday 2;1
58;esgLuiss;Estorm;2;0;1;6;7;2264;0;534;230;0;2468;2;320;0;0;8065;Latam;Weekday 2;1
59;RoWFelipe;Royals of War;3;0;1;6;7;3498;0;507;446;1;14373;3;415;0;0;22074;Latam;Weekday 2;1
60;ISGvaldivia;Isurus;4;0;4;3;7;4612;8;688;149;0;20759;4;829;2;0;29600;Latam;Weekday 2;1
61;ISGmartino;Isurus;4;0;4;3;7;4779;197;886;403;0;18606;4;1050;3;0;26711;Latam;Weekday 2;1
62;neJigsaw;Noobs Esports;2;0;2;5;7;2081;0;416;289;1;7317;2;507;0;0;11077;Latam;Weekday 2;1
63;neCHARKOOOO00z;Noobs Esports;4;0;1;6;7;3906;0;668;164;0;19015;4;474;0;0;27084;Latam;Weekday 2;1
64;RoWDiegokid;Royals of War;3;0;1;5;6;2413;0;585;31;0;3312;3;155;0;0;10693;Latam;Weekday 2;1
65;RoWM2M;Royals of War;4;0;0;6;6;4591;0;988;564;0;19291;4;488;2;0;29386;Latam;Weekday 2;1
66;mzsFOLO;Mezexis Dreams;4;0;2;4;6;4892;6;966;445;0;17541;4;777;2;0;29999;Latam;Weekday 2;1
67;SlyJere;Stelacy Esports;4;0;2;4;6;4394;127;932;737;0;18074;4;512;1;0;26585;Latam;Weekday 2;1
68;SlyMystic奴奴;Stelacy Esports;4;0;2;4;6;3785;0;687;453;1;14795;4;542;1;0;23568;Latam;Weekday 2;1
69;neZETA44444;Noobs Esports;4;0;0;6;6;3544;0;679;180;0;20860;4;491;1;0;28019;Latam;Weekday 2;1
70;neANDRES999999;Noobs Esports;4;0;0;6;6;4147;0;1029;580;0;22964;4;432;0;0;30389;Latam;Weekday 2;1
71;ISGquintoZDL;Isurus;4;0;2;3;5;4984;0;1152;672;0;19863;4;955;8;0;28960;Latam;Weekday 2;1
72;mzsSARE;Mezexis Dreams;4;0;1;4;5;4459;0;682;273;0;23316;4;579;2;1;31584;Latam;Weekday 2;1
73;mzsWACHO;Mezexis Dreams;4;0;1;4;5;4398;0;696;277;0;16846;4;164;0;0;25403;Latam;Weekday 2;1
74;SlyRolexboyyy;Stelacy Esports;4;0;1;4;5;4402;16;926;694;0;21729;4;667;2;0;29498;Latam;Weekday 2;1
75;SlyAxeel;Stelacy Esports;4;0;1;4;5;4457;0;782;593;0;18233;4;422;2;0;27526;Latam;Weekday 2;1
76;FGxTrigga;Furious Gaming;4;0;2;2;4;3846;135;932;358;0;21583;4;659;0;0;28542;Latam;Weekday 2;1
77;FGxScreaaMvc;Furious Gaming;4;0;2;2;4;4203;0;759;336;0;22358;4;756;3;0;28943;Latam;Weekday 2;1
78;FGxPOTRO888;Furious Gaming;4;0;2;2;4;3791;31;1005;462;0;19810;4;879;4;0;25349;Latam;Weekday 2;1
79;vtKxnor;Ventrue Inc.;4;0;3;1;4;3524;0;542;95;1;19090;4;707;0;0;25418;Latam;Weekday 2;1
80;INFgorda;Infinity;1;0;0;1;1;1154;0;189;0;0;1296;1;191;0;0;4156;Latam;Weekday 2;1
81;RoWRorro;Royals of War;2;0;0;1;1;2387;0;343;359;0;15941;2;279;2;0;19987;Latam;Weekday 2;1
82;vtJuannG;Ventrue Inc.;4;0;0;1;1;3127;0;735;79;0;21983;4;383;0;0;27588;Latam;Weekday 2;1
83;vt3ndZzz;Ventrue Inc.;4;0;0;1;1;3493;0;634;131;0;19018;4;303;0;0;25884;Latam;Weekday 2;1
84;vt4cdo;Ventrue Inc.;4;0;0;1;1;3020;0;801;328;0;16451;4;214;0;0;22374;Latam;Weekday 2;1
85;neFRANKOO777;Noobs Esports;2;0;0;1;1;1947;0;571;152;0;13063;2;24;0;0;16619;Latam;Weekday 2;1
1;AT7chooco;Aton Esports;4;0;9;37;46;5821;39;647;419;1;23516;4;1478;4;0;31791;Latam;Weekday 2;2
2;ISGjessupZDL;Isurus;5;2;6;39;45;6854;74;1025;502;0;13996;3;1473;9;0;29399;Latam;Weekday 2;2
3;ISGquintoZDL;Isurus;5;2;6;39;45;6560;98;935;404;0;18395;3;993;2;0;32127;Latam;Weekday 2;2
4;ISGmartino;Isurus;5;2;4;39;43;6911;77;790;316;0;14849;3;325;0;0;28977;Latam;Weekday 2;2
5;AT7Milos;Aton Esports;4;0;4;37;41;5009;0;804;328;0;27865;4;1221;0;0;34387;Latam;Weekday 2;2
6;AT7Luckyyyyy;Aton Esports;4;0;4;37;41;4274;0;600;459;1;19743;4;330;0;0;27438;Latam;Weekday 2;2
7;ISGvaldivia;Isurus;5;2;1;39;40;5886;0;692;441;0;16704;5;434;2;0;28200;Latam;Weekday 2;2
8;AT7Fran96;Aton Esports;4;0;1;37;38;4764;0;473;780;0;26516;4;656;0;0;34145;Latam;Weekday 2;2
9;bcMadeonn;Buluc Chabtan;5;1;11;27;38;5924;41;1002;495;3;20699;5;1227;4;0;30930;Latam;Weekday 2;2
10;bcElianKidd;Buluc Chabtan;5;1;4;27;31;5901;238;1194;587;0;16586;5;649;0;0;26848;Latam;Weekday 2;2
11;bcFernann;Buluc Chabtan;5;1;3;27;30;6002;233;1057;511;0;23446;5;1445;9;0;32397;Latam;Weekday 2;2
12;CP9strappp;CP9 Esports;4;0;11;17;28;5798;49;598;480;0;21073;3;1435;4;0;31540;Latam;Weekday 2;2
13;goldS1mple;Golden Eagles Esports;4;0;5;22;27;4923;217;816;878;2;17912;4;1411;2;0;26256;Latam;Weekday 2;2
14;CP9daaavid;CP9 Esports;4;0;9;17;26;4639;62;774;379;1;18109;3;1527;5;0;25792;Latam;Weekday 2;2
15;7DsHard;7DeadlySins;5;0;7;19;26;6421;0;687;77;2;22158;5;769;1;0;31607;Latam;Weekday 2;2
16;goldMaurer;Golden Eagles Esports;4;0;3;22;25;5501;43;788;824;0;21184;4;547;6;2;31196;Latam;Weekday 2;2
17;DSFraggersz1;Delta Stars;4;1;5;20;25;5047;0;487;171;1;23658;3;380;0;0;30564;Latam;Weekday 2;2
18;7DsKratozyxx;7DeadlySins;5;0;5;19;24;6351;156;1062;525;1;22039;5;771;2;0;32928;Latam;Weekday 2;2
19;DSSaz1;Delta Stars;4;1;4;20;24;4895;46;971;646;0;25052;3;980;3;3;32531;Latam;Weekday 2;2
20;goldYessi;Golden Eagles Esports;4;0;1;22;23;5205;0;1212;762;0;20978;4;721;1;1;32363;Latam;Weekday 2;2
21;goldIrachetoO;Golden Eagles Esports;4;0;1;22;23;4484;0;690;349;0;21330;4;322;0;0;29486;Latam;Weekday 2;2
22;7DsLucasboyy;7DeadlySins;5;0;4;19;23;4348;0;1234;354;0;11633;5;1122;0;0;21229;Latam;Weekday 2;2
23;JGRskelerr;Team Jaguar;4;0;13;10;23;4911;277;357;826;2;11752;4;2216;0;0;23400;Latam;Weekday 2;2
24;bcReyessss;Buluc Chabtan;3;1;5;17;22;3651;0;858;498;1;16721;2;707;3;0;22802;Latam;Weekday 2;2
25;JGRseba;Team Jaguar;4;0;12;10;22;5192;292;1464;1046;2;17232;4;1133;2;0;27121;Latam;Weekday 2;2
26;mzsTNX;Mezexis Dreams;4;0;5;17;22;4604;17;513;649;1;13676;4;1345;3;0;26102;Latam;Weekday 2;2
27;CP9oscar;CP9 Esports;4;0;4;17;21;4793;0;471;282;0;22777;3;823;2;0;29358;Latam;Weekday 2;2
28;mzsSARE;Mezexis Dreams;4;0;4;17;21;4556;14;769;1535;0;19880;4;669;1;0;29073;Latam;Weekday 2;2
29;DS茅lite;Delta Stars;4;1;1;20;21;5405;0;550;294;0;20920;3;285;2;2;29673;Latam;Weekday 2;2
30;JGRpatronZinn;Team Jaguar;4;0;10;10;20;5633;125;1156;719;2;14224;4;1381;4;0;24676;Latam;Weekday 2;2
31;DSEscanorr;Delta Stars;4;1;0;20;20;4997;0;736;310;0;26942;4;212;1;0;35299;Latam;Weekday 2;2
32;CP9dreww;CP9 Esports;4;0;2;17;19;4914;71;453;246;0;20730;3;415;2;1;29517;Latam;Weekday 2;2
33;mzsWACHO;Mezexis Dreams;4;0;2;17;19;5004;5;821;340;2;16898;4;736;0;0;27370;Latam;Weekday 2;2
34;mzsFOLO;Mezexis Dreams;4;0;1;17;18;5269;0;993;531;0;15230;4;633;0;0;27477;Latam;Weekday 2;2
35;AGGErago;All Glory Gaming;3;0;5;12;17;4312;0;362;1896;0;10810;3;656;0;0;19069;Latam;Weekday 2;2
36;SlyJere;Stelacy Esports;4;0;4;12;16;4225;17;1071;388;0;21683;4;603;0;0;28931;Latam;Weekday 2;2
37;JGRbbyrodz;Team Jaguar;4;0;5;10;15;5727;53;1008;689;1;14077;4;1260;0;0;26287;Latam;Weekday 2;2
38;ftyCasti;Fraternity;5;0;3;12;15;5250;0;657;331;1;14743;5;384;0;0;26652;Latam;Weekday 2;2
39;AGGLeonel;All Glory Gaming;3;0;2;12;14;3847;0;639;360;1;12274;3;264;2;0;19276;Latam;Weekday 2;2
40;ftyGamma;Fraternity;5;0;2;12;14;4988;0;856;154;0;19248;5;396;1;0;32271;Latam;Weekday 2;2
41;SlyAxeel;Stelacy Esports;4;0;1;12;13;4377;0;555;115;1;24639;4;441;4;0;32535;Latam;Weekday 2;2
42;AGGRojas;All Glory Gaming;3;0;1;12;13;3306;0;437;540;1;14226;3;100;0;0;21088;Latam;Weekday 2;2
43;AGGGuapo;All Glory Gaming;3;0;1;12;13;3516;0;475;467;0;12376;3;165;0;0;18309;Latam;Weekday 2;2
44;INFluxe;Infinity;3;0;4;9;13;3423;127;451;3547;0;5493;3;715;1;0;15030;Latam;Weekday 2;2
45;SlyRolexboyyy;Stelacy Esports;4;0;0;12;12;3894;0;809;265;0;22860;4;233;0;0;30849;Latam;Weekday 2;2
46;SlyMystic奴奴;Stelacy Esports;4;0;0;12;12;4096;0;557;175;0;14455;4;162;0;0;22955;Latam;Weekday 2;2
47;ftySanti666;Fraternity;5;0;0;12;12;4842;0;822;183;0;19660;5;339;0;0;29844;Latam;Weekday 2;2
48;ftyRuloODR;Fraternity;4;0;0;12;12;3637;0;627;165;0;9474;4;191;0;0;18791;Latam;Weekday 2;2
49;7DsJoaco;7DeadlySins;3;0;1;10;11;2687;0;599;73;0;7580;3;527;1;0;13353;Latam;Weekday 2;2
50;7DsGuerrero奴;7DeadlySins;2;0;2;9;11;2929;246;425;254;0;10706;2;599;2;0;16067;Latam;Weekday 2;2
51;bcBoyyyy;Buluc Chabtan;2;0;1;10;11;2427;129;508;155;0;4079;2;316;0;0;7875;Latam;Weekday 2;2
52;INFzohaNK11;Infinity;3;0;2;9;11;2555;0;542;570;1;5558;3;518;0;0;12292;Latam;Weekday 2;2
53;vtKxnor;Ventrue Inc.;4;0;2;8;10;4050;0;225;673;0;19051;4;382;1;0;24437;Latam;Weekday 2;2
54;INFaquiles;Infinity;3;0;1;9;10;2631;0;613;541;0;6651;3;235;0;0;14926;Latam;Weekday 2;2
55;vtFxntasy;Ventrue Inc.;1;0;3;6;9;1427;40;239;141;0;1500;1;471;0;0;3146;Latam;Weekday 2;2
56;TQNITSUUUUUUU;Team Queso;4;0;6;3;9;5013;158;592;243;0;21082;4;907;2;0;30399;Latam;Weekday 2;2
57;FGxScreaaMvc;Furious Gaming;3;0;5;4;9;3898;0;597;402;1;10437;3;957;4;0;15848;Latam;Weekday 2;2
58;INFnito;Infinity;3;0;0;9;9;2336;0;611;463;0;8765;3;405;1;0;16001;Latam;Weekday 2;2
59;RoWDiegokid;Royals of War;4;0;5;3;8;4686;0;236;208;0;28786;4;729;4;0;36222;Latam;Weekday 2;2
60;vtJuannG;Ventrue Inc.;4;0;0;8;8;3827;0;723;399;0;16909;4;75;0;0;24365;Latam;Weekday 2;2
61;vt3ndZzz;Ventrue Inc.;4;0;0;8;8;4085;0;635;530;0;18908;4;168;0;1;25808;Latam;Weekday 2;2
62;TQbyebye;Team Queso;4;0;4;3;7;5414;292;612;888;0;14097;4;1569;2;2;22802;Latam;Weekday 2;2
63;TQCUNHA;Team Queso;4;0;4;3;7;5295;0;870;584;0;14803;4;1015;0;0;24390;Latam;Weekday 2;2
64;9zAdreN;9z Team;4;0;1;6;7;4765;0;211;145;0;22432;4;528;1;0;29914;Latam;Weekday 2;2
65;neJigsaw;Noobs Esports;3;0;3;4;7;3017;0;680;251;1;3882;3;301;0;1;11865;Latam;Weekday 2;2
66;RoWDreamzyxki;Royals of War;4;0;4;3;7;4342;0;975;383;2;32069;4;662;1;0;37968;Latam;Weekday 2;2
67;RoWM2M;Royals of War;4;0;4;3;7;5166;0;380;463;1;27405;4;400;0;0;36565;Latam;Weekday 2;2
68;9zAiklon;9z Team;4;0;0;6;6;4523;0;304;46;0;25439;4;163;0;0;32695;Latam;Weekday 2;2
69;9zChiquito;9z Team;4;0;0;6;6;4816;0;436;122;0;26149;4;0;0;0;33893;Latam;Weekday 2;2
70;9zAlexiss;9z Team;4;0;0;6;6;4667;0;193;86;0;26792;4;205;1;0;34652;Latam;Weekday 2;2
71;neCHARKOOOO00z;Noobs Esports;3;0;2;4;6;3236;122;477;368;0;4670;3;265;0;0;11208;Latam;Weekday 2;2
72;neANDRES999999;Noobs Esports;3;0;2;4;6;3164;139;795;342;0;5667;3;829;3;0;13385;Latam;Weekday 2;2
73;FGxPOTRO888;Furious Gaming;3;0;2;4;6;4017;83;687;321;0;13287;3;840;6;0;19616;Latam;Weekday 2;2
74;FGxMILOVAN777;Furious Gaming;2;0;2;4;6;1488;13;441;50;0;7909;2;200;0;0;10618;Latam;Weekday 2;2
75;TQAyala;Team Queso;4;0;2;3;5;5398;0;589;512;0;17442;3;1352;2;0;26229;Latam;Weekday 2;2
