Mobil;Tahun;Jarak;Tipe;Gearbox;BBM;CC;Warna;Kapasitas;Harga
Toyota;2016;54134;Dual Cab Utility;Manual;Diesel;2753;White;5;51990
Subaru;2016;123520;Wagon;Automatic;Diesel;1998;Brown;5;26990
Mitsubishi;2016;137416;Wagon;Manual;Unleaded Petrol;1998;White;5;15990
Mazda;2016;95347;Sedan;Manual;Unleaded Petrol;2488;Blue;5;21590
Hyundai;2016;160000;Hatchback;Automatic;Unleaded Petrol;1368;White;5;14000
Subaru;2016;96181;Wagon;Manual;Unleaded Petrol;1995;Bronze;5;21500
Mazda;2016;79820;Wagon;Automatic;Unleaded Petrol;2488;White;7;36980
Mazda;2016;64577;Roadster;Automatic;Premium Unleaded Petrol;1998;Grey;2;37980
Hyundai;2016;88210;Hatchback;Automatic;Unleaded Petrol;1368;White;5;17990
Toyota;2016;91607;Wagon;Automatic;Diesel;2753;Silver;5;49834
Toyota;2016;248547;Wagon;Automatic;Diesel;4461;Silver;7;74490
Nissan;2016;17567;Hatchback;Automatic;Unleaded Petrol;1198;Silver;5;16711
Subaru;2016;71645;Wagon;Automatic;Premium Unleaded Petrol;1998;Silver;5;30980
Toyota;2016;89427;Hatchback;Automatic;Unleaded Petrol;1798;Red;5;19990
Mitsubishi;2016;108974;Wagon;Automatic;Unleaded Petrol;1998;White;5;21990
Nissan;2016;71888;Dual Cab Utility;Automatic;Diesel;2298;White;5;37990
Toyota;2016;144444;Wagon;Automatic;Diesel;4461;Silver;7;91990
Isuzu;2016;138040;Cab Chassis;Automatic;Diesel;2999;White;2;27525
Toyota;2016;187539;Wagon;Automatic;Diesel;2753;White;7;55790
Toyota;2016;138052;Van;Automatic;Diesel;2982;White;2;30999
Hyundai;2016;114705;Sedan;Automatic;Unleaded Petrol;1999;Silver;5;17888
Mitsubishi;2016;178115;Wagon;Automatic;Unleaded Petrol;1998;White;5;19990
Toyota;2016;53070;Hatchback;Automatic;Unleaded Petrol;1798;Red;5;20990
Toyota;2016;82000;Hatchback;Automatic;Unleaded Petrol;1798;Orange;5;22700
Mitsubishi;2016;95269;Dual Cab Chassis;Manual;Diesel;2440;Grey;5;38995
Isuzu;2016;153432;Crew Cab Utility;Automatic;Diesel;2999;Blue;5;41990
Nissan;2016;130773;Wagon;Automatic;Unleaded Petrol;2488;Blue;5;24990
Suzuki;2016;66277;Hatchback;Automatic;Unleaded Petrol;1372;Red;5;17990
Mitsubishi;2016;35336;Dual Cab Utility;Automatic;Diesel;2440;White;5;38995
Hyundai;2016;97458;Crew Van;Automatic;Diesel;2497;White;6;35490
Toyota;2016;155793;Wagon;Automatic;Diesel;2753;White;7;35735
Hyundai;2016;69501;Wagon;Automatic;Unleaded Petrol;1999;Grey;5;24849
Hyundai;2016;60522;Wagon;Manual;Unleaded Petrol;1999;Black;5;25990
Mazda;2016;74057;Hatchback;Manual;Unleaded Petrol;1496;Black;5;18990
Hyundai;2016;133534;Wagon;Automatic;Diesel;2199;White;7;26990
Toyota;2016;125110;Wagon;Automatic;Diesel;2753;Silver;7;52990
Toyota;2016;105630;X Cab Utility;Manual;Diesel;2753;White;4;47490
Subaru;2016;67000;Hatchback;Automatic;Unleaded Petrol;1995;Grey;5;22000
Mazda;2016;133382;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;26990
Mazda;2016;28102;Wagon;Automatic;Unleaded Petrol;1998;Grey;5;27080
Honda;2016;57366;Wagon;Automatic;Unleaded Petrol;1799;White;5;26990
Subaru;2016;120826;Wagon;Automatic;Premium Unleaded Petrol;1998;White;5;33990
Toyota;2016;111804;Van;Automatic;Unleaded Petrol;2694;White;2;35705
Hyundai;2016;77261;Hatchback;Automatic;Unleaded Petrol;1797;Blue;5;19884
Honda;2016;109816;Wagon;Automatic;Unleaded Petrol;2356;White;8;24990
Hyundai;2016;87500;Wagon;Automatic;Unleaded Petrol;1999;White;5;29622
Nissan;2016;52105;Wagon;Automatic;Unleaded Petrol;1997;Red;5;28990
Toyota;2016;113870;Hatchback;Automatic;Unleaded Petrol;1798;White;5;19999
Toyota;2016;189933;Wagon;Automatic;Diesel;2753;Silver;7;45990
Toyota;2016;204435;Sedan;Automatic;Unleaded Petrol/Electric;2494;Silver;5;20500
Honda;2016;62286;Wagon;Automatic;Unleaded Petrol;1997;White;5;28888
Toyota;2016;140241;Wagon;Automatic;Unleaded Petrol;1987;White;5;22992
Toyota;2016;53420;Coupe;Automatic;Premium Unleaded Petrol;1998;Silver;4;34990
Mitsubishi;2016;158309;Dual Cab Chassis;Automatic;Diesel;2440;Black;5;38990
Mitsubishi;2016;105934;Wagon;Automatic;Unleaded Petrol;1998;White;7;26987
Mitsubishi;2016;155671;Cab Chassis;Automatic;Diesel;2440;Silver;2;23888
Toyota;2016;149823;Dual Cab Utility;Automatic;Diesel;2753;Black;5;48888
Nissan;2016;137401;Wagon;Automatic;Unleaded Petrol;2488;White;5;26990
Mitsubishi;2016;60723;Wagon;Automatic;Unleaded Petrol;1998;Blue;5;23990
Mazda;2016;114484;Sedan;Automatic;Unleaded Petrol;2488;Red;5;27888
Toyota;2016;72416;Hatchback;Automatic;Unleaded Petrol;1497;Black;5;17990
Hyundai;2016;32384;Coupe;Automatic;Unleaded Petrol;1591;Orange;4;25290
Hyundai;2016;84928;Coupe;Automatic;Unleaded Petrol;1591;White;4;21490
Toyota;2016;131134;Wagon;Automatic;Diesel;2753;White;7;56990
Mitsubishi;2016;96269;Wagon;Automatic;Diesel;2268;White;7;29990
Mazda;2016;157557;Wagon;Automatic;Diesel;2191;White;5;29990
Toyota;2016;67703;Cab Chassis;Manual;Unleaded Petrol;2694;Blue;2;26888
Isuzu;2016;154330;Crew Cab Utility;Automatic;Diesel;2999;White;5;34990
Mitsubishi;2016;220084;Dual Cab Utility;Automatic;Diesel;2440;Blue;5;28800
Toyota;2016;66881;Sedan;Automatic;Unleaded Petrol;2494;Black;5;25888
Mitsubishi;2016;71756;Dual Cab Chassis;Manual;Diesel;2440;White;5;37995
Isuzu;2016;179075;Space Cab Chassis;Manual;Diesel;2999;White;4;34995
Suzuki;2016;140759;Hatchback;Automatic;Unleaded Petrol;1372;White;5;15990
Subaru;2016;68213;Sedan;Manual;Premium Unleaded Petrol;2457;White;5;57990
Nissan;2016;87686;Wagon;Automatic;Premium Unleaded Petrol;3498;Blue;7;25990
Hyundai;2016;38423;Hatchback;Automatic;Unleaded Petrol;1797;White;5;22830
Mazda;2016;37000;Hatchback;Automatic;Unleaded Petrol;1998;White;5;24990
Hyundai;2016;124048;Wagon;Automatic;Unleaded Petrol;1999;Silver;5;24888
Toyota;2016;141940;Wagon;Automatic;Unleaded Petrol;1987;Blue;5;24990
Subaru;2016;79564;Wagon;Automatic;Premium Unleaded Petrol;2498;Gold;5;32990
Nissan;2016;50761;Wagon;Automatic;Premium Unleaded Petrol;3498;Black;7;29990
Toyota;2016;96000;Van;Automatic;Unleaded Petrol;2694;White;2;27000
Honda;2016;79114;Wagon;Automatic;Unleaded Petrol;2354;Red;5;28980
Toyota;2016;169424;Wagon;Automatic;Unleaded Petrol;2494;Silver;5;23888
Toyota;2016;207123;Wagon;Automatic;Diesel;2753;Silver;7;44995
Toyota;2016;41213;Hatchback;Automatic;Unleaded Petrol;1798;Red;5;22910
Nissan;2016;42260;Wagon;Automatic;Unleaded Petrol;2488;Silver;5;27990
Nissan;2016;172335;Wagon;Automatic;Premium Unleaded Petrol;3498;White;7;19800
Toyota;2016;96413;Wagon;Manual;Diesel;4461;Silver;5;89910
Mitsubishi;2016;118852;Dual Cab Chassis;Manual;Diesel;2440;Silver;5;34990
Mazda;2016;70296;Sedan;Automatic;Unleaded Petrol;1496;Black;5;19990
Mazda;2016;118167;Wagon;Manual;Unleaded Petrol;1998;Silver;5;19800
Toyota;2016;80587;Wagon;Automatic;Unleaded Petrol;2494;Silver;5;29995
Mazda;2016;109862;Hatchback;Automatic;Unleaded Petrol;1496;Black;5;19850
Nissan;2016;67920;Wagon;Automatic;Unleaded Petrol;2488;White;5;22913
Suzuki;2016;61814;Hatchback;Automatic;Unleaded Petrol;1372;Grey;5;15913
Nissan;2016;113685;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;24888
Toyota;2016;131753;Sedan;Automatic;Unleaded Petrol;2494;Silver;5;18888
Nissan;2016;110951;Double Cab Utility;Manual;Unleaded Petrol;2488;White;5;22990
Isuzu;2016;97256;Crew Cab Utility;Automatic;Diesel;2999;Silver;5;39998
Honda;2016;74950;Wagon;Automatic;Unleaded Petrol;1799;Blue;5;24990
Toyota;2016;125986;Dual Cab Utility;Manual;Diesel;2753;Red;5;44980
Toyota;2016;45443;Hatchback;Automatic;Unleaded Petrol;1299;Silver;5;21888
Toyota;2016;88518;Sedan;Automatic;Unleaded Petrol;1798;Red;5;21999
Suzuki;2016;152934;Wagon;Manual;Unleaded Petrol;2393;Silver;5;21800
Mitsubishi;2016;118591;Dual Cab Utility;Automatic;Diesel;2440;White;5;38990
Mitsubishi;2016;108088;Wagon;Automatic;Unleaded Petrol;1998;White;5;23880
Toyota;2016;117244;Hatchback;Automatic;Unleaded Petrol;1798;Blue;5;19990
Honda;2016;75346;Wagon;Automatic;Unleaded Petrol;2356;Red;7;36999
Honda;2016;15886;Hatchback;Automatic;Unleaded Petrol;1497;Grey;5;20888
Toyota;2016;110633;Wagon;Automatic;Diesel;2753;Black;7;49888
Hyundai;2016;85418;Sedan;Automatic;Unleaded Petrol;2359;Silver;5;19990
Mazda;2016;98041;Wagon;Automatic;Unleaded Petrol;1997;Grey;5;26999
Mazda;2016;159211;Wagon;Automatic;Diesel;2191;Grey;5;24800
Mitsubishi;2016;21033;Sedan;Automatic;Unleaded Petrol;1193;White;5;14990
Toyota;2016;214987;Double Cab Chassis;Manual;Diesel;4461;Grey;5;79910
Toyota;2016;105497;Hatchback;Manual;Unleaded Petrol;1299;White;5;14705
Mitsubishi;2016;115104;Wagon;Automatic;Diesel;2268;Grey;5;24990
Mitsubishi;2016;185129;Dual Cab Utility;Automatic;Diesel;2440;White;5;28950
Toyota;2016;52102;Wagon;Automatic;Diesel;4461;Silver;7;130000
Nissan;2016;45768;Wagon;Automatic;Diesel;1598;Silver;5;27990
Nissan;2016;175292;Wagon;Automatic;Premium Unleaded Petrol;3498;White;7;25990
Mazda;2016;10735;Sedan;Automatic;Unleaded Petrol;1998;Red;5;24990
Mazda;2016;113648;Wagon;Automatic;Diesel;2191;Silver;5;18999
Toyota;2016;126794;Sedan;Automatic;Unleaded Petrol;2494;White;5;22995
Mazda;2016;37285;Hatchback;Automatic;Unleaded Petrol;2488;Blue;5;27995
Mitsubishi;2016;66120;Wagon;Automatic;Unleaded Petrol;1998;White;5;24490
Hyundai;2016;109002;Wagon;Automatic;Diesel;1995;Brown;5;27990
Hyundai;2016;122053;Hatchback;Automatic;Unleaded Petrol;1368;White;5;14888
Mazda;2016;150915;Dual Cab Utility;Automatic;Diesel;3196;White;5;37990
Mitsubishi;2016;101039;Wagon;Automatic;Unleaded Petrol;1998;Grey;5;24990
Honda;2016;42103;Hatchback;Automatic;Unleaded Petrol;1497;Alabaster;5;18900
Honda;2016;142734;Wagon;Automatic;Unleaded Petrol;1799;Red;5;20998
Toyota;2016;165954;Dual Cab Utility;Automatic;Diesel;2753;White;5;36990
Mazda;2016;160587;Wagon;Automatic;Diesel;2191;Red;5;28995
Toyota;2016;82361;Double Cab Chassis;Manual;Diesel;4461;White;5;102987
Mazda;2016;93030;Wagon;Automatic;Unleaded Petrol;2488;Black;7;40888
Mitsubishi;2016;110134;Dual Cab Utility;Manual;Diesel;2440;White;5;29913
Toyota;2016;83917;Wagon;Automatic;Diesel;2231;Grey;5;33888
Toyota;2016;206528;Dual Cab Utility;Automatic;Diesel;2753;Silver;5;39990
Mazda;2016;118502;Freestyle Utility;Automatic;Diesel;3196;Silver;4;38990
Mitsubishi;2016;99166;Wagon;Automatic;Unleaded Petrol;1998;White;7;25888
Isuzu;2016;163946;Wagon;Automatic;Diesel;2999;Silver;7;34800
Hyundai;2016;151338;Wagon;Automatic;Diesel;1995;Grey;5;22990
Toyota;2016;131600;Wagon;Automatic;Unleaded Petrol;2494;Silver;5;29700
Mitsubishi;2016;106314;Dual Cab Chassis;Manual;Diesel;2440;Silver;5;38888
Toyota;2016;116218;Hatchback;Automatic;Unleaded Petrol;1798;Orange;5;19990
Toyota;2016;205422;X Cab Cab Chassis;Manual;Diesel;2393;White;4;34990
Mazda;2016;57000;Wagon;Automatic;Unleaded Petrol;1998;Meteor;5;26500
Isuzu;2016;173919;Cab Chassis;Manual;Diesel;2999;White;2;30995
Isuzu;2016;106131;Space Cab Utility;Automatic;Diesel;2999;White;4;43995
Toyota;2016;77409;Hatchback;Automatic;Unleaded Petrol;1798;White;5;21990
Mazda;2016;46722;Wagon;Automatic;Unleaded Petrol;1998;Red;5;26490
Toyota;2016;92048;Sedan;Automatic;Unleaded Petrol;2494;Grey;5;21990
Mazda;2016;131580;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;26880
Mitsubishi;2016;159013;Dual Cab Utility;Manual;Diesel;2440;Grey;5;25490
Toyota;2016;122607;Dual Cab Utility;Manual;Diesel;2753;White;5;48500
Toyota;2016;122334;Wagon;Automatic;Diesel;2753;White;7;61990
Suzuki;2016;95010;Wagon;Automatic;Unleaded Petrol;1586;Blue;5;20974
Mitsubishi;2016;95278;Club Cab Chassis;Manual;Diesel;2440;Silver;4;32990
Hyundai;2016;118080;Sedan;Manual;Unleaded Petrol;1368;White;5;12000
Honda;2016;58200;Sedan;Automatic;Unleaded Petrol;1497;grey;5;18500
Subaru;2016;65683;Wagon;Automatic;Unleaded Petrol;2498;White;5;34000
Mazda;2016;43086;Wagon;Automatic;Unleaded Petrol;2488;White;7;43886
Mitsubishi;2016;149475;Wagon;Automatic;Unleaded Petrol;1998;Silver;5;19990
Hyundai;2016;99156;Hatchback;Automatic;Unleaded Petrol;1797;Grey;5;18500
Mazda;2016;88449;Sedan;Automatic;Unleaded Petrol;2488;Grey;5;26999
Toyota;2016;96436;Van;Automatic;Unleaded Petrol;2694;White;2;31999
Mitsubishi;2016;60449;Wagon;Automatic;Unleaded Petrol;1998;Grey;5;25990
Toyota;2016;91495;Hatchback;Automatic;Unleaded Petrol;1299;Red;5;16990
Toyota;2016;62488;Wagon;Automatic;Diesel;2753;White;7;59990
Toyota;2016;67995;Hatchback;Automatic;Unleaded Petrol;1299;White;5;18990
Isuzu;2016;101881;Wagon;Automatic;Diesel;2999;Grey;7;45996
Toyota;2016;91340;Wagon;Automatic;Diesel;2753;White;7;53990
Toyota;2016;80939;Van;Automatic;Diesel;2982;White;2;39995
Isuzu;2016;153782;Crew Cab Utility;Automatic;Diesel;2999;White;5;29999
Mitsubishi;2016;157000;Wagon;Automatic;Diesel;3200;White;7;37800
Nissan;2016;64880;Wagon;Automatic;Unleaded Petrol;1997;White;5;28490
Toyota;2016;59802;Hatchback;Automatic;Unleaded Petrol;1798;Blue;5;21990
Honda;2016;74068;Wagon;Automatic;Unleaded Petrol;1799;Silver;5;24990
Subaru;2016;85336;Wagon;Automatic;Unleaded Petrol;1995;White;5;27910
Hyundai;2016;85382;Hatchback;Automatic;Diesel;1582;White;5;19771
Hyundai;2016;33246;Hatchback;Automatic;Unleaded Petrol;1797;Grey;5;22999
Toyota;2016;151291;Wagon;Automatic;Unleaded Petrol;3456;Black;7;30998
Nissan;2016;107336;Wagon;Automatic;Unleaded Petrol;2488;Black;7;23990
Mitsubishi;2016;73721;Dual Cab Utility;Manual;Diesel;2440;Silver;5;37990
Toyota;2016;72670;Dual Cab Utility;Automatic;Diesel;2753;White;5;59990
Hyundai;2016;71282;Hatchback;Automatic;Unleaded Petrol;1797;Blue;5;19990
Toyota;2016;64602;Hatchback;Manual;Unleaded Petrol;1299;Red;5;15100
Toyota;2016;91865;Sedan;Automatic;Unleaded Petrol;2494;White;5;22990
Mazda;2016;32771;Hatchback;Automatic;Unleaded Petrol;1998;Silver;5;23999
Mazda;2016;109490;Wagon;Manual;Unleaded Petrol;1998;White;5;18987
Nissan;2016;224888;Dual Cab Utility;Automatic;Diesel;2298;Grey;5;22632
Toyota;2016;136112;Wagon;Automatic;Diesel;2231;White;5;26990
Hyundai;2016;43011;Wagon;Automatic;Unleaded Petrol;1591;Black;5;31880
Toyota;2016;281987;Wagon;Automatic;Diesel;2753;Silver;7;48990
Mazda;2016;175964;Dual Cab Utility;Manual;Diesel;3196;Brown;5;30960
Hyundai;2016;65474;Hatchback;Automatic;Unleaded Petrol;1797;White;5;20998
Hyundai;2016;22374;Hatchback;Automatic;Unleaded Petrol;1368;White;5;18590
Toyota;2016;103000;X Cab Utility;Manual;Diesel;2753;White;4;51990
Hyundai;2016;61267;Wagon;Automatic;Diesel;1685;Silver;5;25888
Toyota;2016;41315;Van;Automatic;Diesel;2982;White;2;44990
Nissan;2016;104738;Wagon;Automatic;Unleaded Petrol;2488;White;5;24990
Toyota;2016;130040;Wagon;Automatic;Diesel;4461;White;7;92990
Toyota;2016;227082;Wagon;Automatic;Diesel;2753;Grey;7;44999
Toyota;2016;62000;Hatchback;Automatic;Unleaded Petrol;1798;White;5;23000
Mazda;2016;41601;Roadster;Manual;Premium Unleaded Petrol;1998;Black;2;32100
Hyundai;2016;83877;Wagon;Automatic;Unleaded Petrol;1591;Black;5;38888
Mitsubishi;2016;140259;Dual Cab Utility;Automatic;Diesel;2440;White;5;32950
Toyota;2016;130123;Hatchback;Automatic;Unleaded Petrol;1299;White;5;15990
Toyota;2016;199758;Wagon;Automatic;Diesel;2753;Grey;7;44990
Toyota;2016;223827;Hatchback;Automatic;Unleaded Petrol;1299;White;5;11999
Mitsubishi;2016;159323;Dual Cab Utility;Manual;Diesel;2440;White;5;29910
Hyundai;2016;116389;Hatchback;Automatic;Unleaded Petrol;1999;Blue;5;19990
Honda;2016;74652;Hatchback;Manual;Unleaded Petrol;1497;White;5;13990
Mazda;2016;26331;Hatchback;Automatic;Unleaded Petrol;1998;Red;5;26995
Hyundai;2016;44919;Hatchback;Automatic;Unleaded Petrol;1797;Blue;5;22990
Subaru;2016;67845;Wagon;Automatic;Premium Unleaded Petrol;2498;Red;5;31500
Nissan;2016;87000;Double Cab Utility;Manual;Unleaded Petrol;2488;White;5;24500
Toyota;2016;135807;Wagon;Automatic;Unleaded Petrol;2494;White;5;24888
Mazda;2016;96375;Wagon;Automatic;Unleaded Petrol;1998;Grey;5;23990
Mazda;2016;110000;Wagon;Automatic;Unleaded Petrol;2488;Red;5;31990
Mitsubishi;2016;154800;Wagon;Automatic;Diesel;3200;White;7;34990
Toyota;2016;56089;Wagon;Automatic;Unleaded Petrol;2494;Black;5;34990
Toyota;2016;90461;Hatchback;Automatic;Unleaded Petrol;1798;Silver;5;20705
Mazda;2016;22497;Wagon;Automatic;Unleaded Petrol;2488;Red;5;31888
Nissan;2016;172958;Dual Cab Utility;Automatic;Diesel;2298;Silver;5;32800
Mitsubishi;2016;229776;Wagon;Automatic;Diesel;2442;Silver;5;28850
Subaru;2016;67295;Wagon;Automatic;Premium Unleaded Petrol;1998;Grey;5;32910
Mitsubishi;2016;140266;Dual Cab Chassis;Manual;Diesel;2440;Green;5;34990
Mazda;2016;59342;Sedan;Automatic;Unleaded Petrol;1998;Red;5;22490
Mitsubishi;2016;167682;Wagon;Automatic;Unleaded Petrol;2360;White;5;19913
Suzuki;2016;62848;Wagon;Automatic;Unleaded Petrol;1586;White;5;20880
Toyota;2016;79200;Sedan;Automatic;Unleaded Petrol;1798;Grey;5;21990
Subaru;2016;111960;Wagon;Automatic;Unleaded Petrol;1995;Black;5;25990
Toyota;2016;148961;Hatchback;Automatic;Unleaded Petrol;1299;Blue;5;14990
Isuzu;2016;135488;Space Cab Chassis;Automatic;Diesel;2999;White;4;37925
Mitsubishi;2016;71440;Wagon;Automatic;Unleaded Petrol;1998;Black;5;23990
Isuzu;2016;104182;Space Cab Utility;Automatic;Diesel;2999;White;4;33990
Toyota;2016;119415;Wagon;Automatic;Unleaded Petrol;1987;White;5;25990
Nissan;2016;27495;Sedan;Manual;Unleaded Petrol;1798;White;5;16990
Hyundai;2016;84478;Hatchback;Automatic;Unleaded Petrol;1797;Silver;5;19999
Toyota;2016;158065;Dual Cab Chassis;Manual;Diesel;2753;White;5;38513
Hyundai;2016;73203;Hatchback;Automatic;Unleaded Petrol;1368;White;5;16990
Toyota;2016;73096;Sedan;Automatic;Unleaded Petrol;2494;White;5;28280
Mazda;2016;147393;Cab Chassis;Automatic;Diesel;3196;White;3;27975
Isuzu;2016;81795;Crew Cab Utility;Automatic;Diesel;2999;Silver;5;48990
Toyota;2016;96142;Wagon;Automatic;Unleaded Petrol;1987;Red;5;26800
Subaru;2016;51405;Sedan;Manual;Premium Unleaded Petrol;2457;Blue;5;53990
Subaru;2016;155039;Wagon;Automatic;Unleaded Petrol;2498;Grey;5;24995
Hyundai;2016;77770;Wagon;Automatic;Diesel;1995;Silver;5;31990
Hyundai;2016;62160;Wagon;Automatic;Unleaded Petrol;1999;Blue;5;24100
Mazda;2016;69936;Wagon;Automatic;Unleaded Petrol;2488;Silver;5;32900
Subaru;2016;108663;Sedan;Automatic;Premium Unleaded Petrol;2498;Silver;5;23900
Nissan;2016;79990;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;32990
Hyundai;2016;136635;Wagon;Automatic;Unleaded Petrol;1999;Silver;5;22990
Isuzu;2016;100584;Cab Chassis;Manual;Diesel;2999;White;2;26995
Nissan;2016;141001;Wagon;Automatic;Unleaded Petrol;2488;Silver;5;17800
Toyota;2016;96240;Sedan;Automatic;Unleaded Petrol;2494;White;5;21000
Hyundai;2016;92850;Hatchback;Automatic;Unleaded Petrol;1797;Red;5;18888
Subaru;2016;56865;Wagon;Automatic;Premium Unleaded Petrol;1998;Black;5;46800
Toyota;2016;142774;Wagon;Automatic;Diesel;4461;White;7;94888
Toyota;2016;189974;Wagon;Automatic;Diesel;2753;White;7;44670
Toyota;2016;74861;Hatchback;Automatic;Unleaded Petrol;1299;Red;5;18960
Toyota;2016;10970;Coupe;Manual;Premium Unleaded Petrol;1998;Black;4;39990
Mazda;2016;86131;Wagon;Automatic;Unleaded Petrol;1998;Red;5;19990
Toyota;2016;103610;Dual Cab Utility;Automatic;Diesel;2753;White;5;35490
Subaru;2016;93208;Wagon;Automatic;Premium Unleaded Petrol;1998;Grey;5;33190
Hyundai;2016;95455;Wagon;Automatic;Diesel;1995;Grey;5;29998
Subaru;2016;60427;Wagon;Automatic;Premium Unleaded Petrol;3630;Gold;5;34990
Subaru;2016;67154;Wagon;Automatic;Premium Unleaded Petrol;3630;White;5;34490
Honda;2016;70083;Sedan;Automatic;Unleaded Petrol;1498;Blue;5;31875
Subaru;2016;99559;Wagon;Automatic;Diesel;1998;Blue;5;30190
Honda;2016;76922;Wagon;Automatic;Unleaded Petrol;1997;White;5;25990
Subaru;2016;122601;Wagon;Automatic;Premium Unleaded Petrol;3630;Silver;5;28990
Subaru;2016;180362;Wagon;Automatic;Unleaded Petrol;1995;Blue;5;21990
Mitsubishi;2016;145520;Dual Cab Utility;Automatic;Diesel;2440;Grey;5;36777
Mazda;2016;147635;Wagon;Automatic;Diesel;2191;White;5;24950
Mazda;2016;94220;Wagon;Automatic;Diesel;2191;Grey;5;29888
Mazda;2016;50921;Wagon;Manual;Unleaded Petrol;1997;White;5;23990
Mazda;2016;75612;Wagon;Automatic;Unleaded Petrol;1998;Red;5;22990
Mazda;2016;75612;Wagon;Automatic;Unleaded Petrol;1998;Red;5;22990
Hyundai;2016;128346;Hatchback;Automatic;Unleaded Petrol;1797;White;5;15958
Hyundai;2016;64969;Hatchback;Automatic;Unleaded Petrol;1591;White;5;15990
Nissan;2016;172000;Dual Cab Utility;Automatic;Diesel;2298;White;5;27980
Mazda;2016;92719;Hatchback;Automatic;Unleaded Petrol;1998;Grey;5;20490
Toyota;2016;93743;Hatchback;Automatic;Unleaded Petrol;1798;White;5;19966
Mitsubishi;2016;78500;Dual Cab Utility;Automatic;Diesel;2440;White;5;42500
Toyota;2016;79730;Sedan;Automatic;Unleaded Petrol;2494;White;5;24990
Mitsubishi;2016;99754;Wagon;Automatic;Unleaded Petrol;2360;Grey;5;26500
Nissan;2016;78000;Wagon;Manual;Diesel;2953;Silver;7;56000
Toyota;2016;84509;Van;Manual;Unleaded Petrol;2694;White;2;35888
Mazda;2016;100977;Wagon;Automatic;Unleaded Petrol;2488;White;7;33990
Nissan;2016;118753;Double Cab Utility;Manual;Diesel;2298;White;5;32999
Honda;2016;49454;Wagon;Automatic;Unleaded Petrol;1799;Blue;5;27490
Suzuki;2016;51453;Wagon;Manual;Unleaded Petrol;1586;Black;5;21990
Isuzu;2016;111289;Wagon;Automatic;Diesel;2999;White;7;38350
Mazda;2016;83000;Wagon;Automatic;Unleaded Petrol;1998;Blue;5;23990
Subaru;2016;142241;Wagon;Automatic;Diesel;1998;White;5;24930
Toyota;2016;72068;Hatchback;Automatic;Unleaded Petrol;1798;Red;5;21980
Toyota;2016;72983;Hatchback;Automatic;Unleaded Petrol;1798;Silver;5;19980
Nissan;2016;132863;Wagon;Automatic;Diesel;1598;White;5;23990
Mitsubishi;2016;100021;Wagon;Automatic;Unleaded Petrol;2360;White;5;22988
Toyota;2016;100541;Wagon;Automatic;Unleaded Petrol;1987;Grey;5;29990
Toyota;2016;128241;Wagon;Automatic;Diesel;2753;Black;7;51888
Mazda;2016;28418;Sedan;Automatic;Unleaded Petrol;1998;Grey;5;24990
Mitsubishi;2016;116863;Dual Cab Utility;Automatic;Diesel;2440;Blue;5;41880
