Mobil;Tahun;Jarak;Tipe;Gearbox;BBM;CC;Warna;Kapasitas;Harga
Hyundai;2017;70897;Wagon;Automatic;Unleaded Petrol;1591;White;5;31470
Toyota;2017;129863;Van;Manual;Diesel;2982;Blue;2;34890
Mazda;2017;49657;Hatchback;Automatic;Unleaded Petrol;1496;Grey;5;16990
Mitsubishi;2017;145000;Dual Cab Utility;Manual;Diesel;2440;white;5;33000
Toyota;2017;141291;Wagon;Automatic;Diesel;4461;Grey;7;94800
Toyota;2017;191626;Wagon;Automatic;Unleaded Petrol;3456;Silver;7;27990
Mazda;2017;76270;Wagon;Automatic;Unleaded Petrol;1998;White;5;25990
Toyota;2017;122555;Wagon;Automatic;Unleaded Petrol;1987;White;5;24999
Toyota;2017;30912;Hatchback;Automatic;Unleaded Petrol;1299;Blue;5;19999
Toyota;2017;111651;Hatchback;Manual;Unleaded Petrol;1299;White;5;13910
Nissan;2017;49287;Wagon;Automatic;Unleaded Petrol;2488;Silver;5;31950
Mazda;2017;104922;Wagon;Automatic;Unleaded Petrol;2488;Blue;7;37990
Toyota;2017;42210;Wagon;Automatic;Unleaded Petrol;1987;White;5;32990
Toyota;2017;38355;Sedan;Automatic;Unleaded Petrol;2494;White;5;25990
Hyundai;2017;94101;Wagon;Automatic;Diesel;1995;White;5;29990
Toyota;2017;17895;Wagon;Automatic;Unleaded Petrol;2494;White;5;42990
Toyota;2017;94457;Wagon;Automatic;Unleaded Petrol;3456;Silver;7;39990
Hyundai;2017;114216;Wagon;Automatic;Unleaded Petrol;1999;Black;5;22990
Subaru;2017;90999;Hatchback;Automatic;Unleaded Petrol;1995;White;5;22782
Mazda;2017;73233;Wagon;Automatic;Unleaded Petrol;2488;White;7;44999
Toyota;2017;110170;Van;Automatic;Diesel;2982;Silver;5;32990
Toyota;2017;134162;Dual Cab Utility;Manual;Diesel;2753;White;5;46990
Nissan;2017;26254;King Cab Utility;Automatic;Diesel;2298;Grey;4;51990
Nissan;2017;102543;Wagon;Automatic;Premium Unleaded Petrol;3498;Silver;7;29800
Mitsubishi;2017;129933;Cab Chassis;Manual;Diesel;2440;White;2;19800
Hyundai;2017;150992;Van;Automatic;Diesel;2497;White;3;28500
Toyota;2017;51254;Hatchback;Automatic;Premium Unleaded/Electric;1798;Blue;5;29990
Subaru;2017;96772;Wagon;Automatic;Unleaded Petrol;2498;White;5;33888
Toyota;2017;85000;Wagon;Automatic;Premium Unleaded Petrol;1197;Black;5;28740
Honda;2017;41087;Wagon;Automatic;Unleaded Petrol;1799;Silver;5;32990
Toyota;2017;25902;Wagon;Automatic;Unleaded Petrol;3456;Grey;7;42905
Nissan;2017;41250;Wagon;Automatic;Unleaded Petrol;1997;White;5;28913
Hyundai;2017;75270;Wagon;Automatic;Diesel;2199;Red;7;37880
Nissan;2017;62175;Dual Cab Utility;Automatic;Diesel;2298;White;5;39990
Mazda;2017;114402;Sedan;Automatic;Unleaded Petrol;1998;Red;5;21888
Mitsubishi;2017;193746;Dual Cab Utility;Automatic;Diesel;2440;White;5;26992
Toyota;2017;196000;Wagon;Automatic;Diesel;2755;White;7;49990
Hyundai;2016;159044;Wagon;Automatic;Diesel;1995;White;5;27490
Subaru;2016;114873;Wagon;Automatic;Diesel;1998;White;5;24990
Toyota;2016;47355;Cab Chassis;Manual;Diesel;2393;White;2;37975
Isuzu;2016;111296;Wagon;Manual;Diesel;2999;White;7;38990
Hyundai;2016;83572;Wagon;Automatic;Unleaded Petrol;1999;Blue;5;25981
Mitsubishi;2016;180000;Wagon;Manual;Unleaded Petrol;1998;Black;5;19500
Hyundai;2016;114000;Wagon;Automatic;Unleaded Petrol;1999;White;5;25000
Mazda;2016;60848;Dual Cab Utility;Automatic;Diesel;3196;Grey;5;35490
Hyundai;2016;99254;Van;Manual;Premium Unleaded Petrol;2359;White;3;27990
Toyota;2016;86000;Sedan;Automatic;Unleaded Petrol/Electric;2494;Blue;5;28800
Mitsubishi;2016;134426;Wagon;Automatic;Diesel;2442;Red;7;38990
Mitsubishi;2016;69894;Wagon;Automatic;Unleaded Petrol;1998;White;5;24990
Mazda;2016;139000;Sedan;Automatic;Unleaded Petrol;2488;white;5;21000
Toyota;2016;117421;Wagon;Automatic;Unleaded Petrol;1987;White;5;23490
Hyundai;2016;37339;Sedan;Automatic;Unleaded Petrol;1591;Black;5;27988
Toyota;2016;67244;Hatchback;Automatic;Unleaded Petrol;1798;White;5;19500
Hyundai;2016;169000;Wagon;Automatic;Unleaded Petrol;1591;White;5;14000
Nissan;2016;86511;Wagon;Automatic;Unleaded Petrol;1997;Brown;5;25990
Mazda;2016;28189;Hatchback;Manual;Unleaded Petrol;1496;Grey;5;15990
Toyota;2016;68900;Hatchback;Automatic;Unleaded Petrol;1299;Yellow;5;19000
Toyota;2016;146587;Wagon;Automatic;Diesel;4461;White;7;119990
Subaru;2016;119190;Wagon;Automatic;Premium Unleaded Petrol;1998;White;5;29990
Mitsubishi;2016;96813;Wagon;Automatic;Unleaded Petrol;1998;White;5;23990
Mazda;2016;166094;Freestyle Cab Chassis;Automatic;Diesel;3196;Silver;4;28950
Subaru;2016;56212;Wagon;Automatic;Premium Unleaded Petrol;1998;White;5;46490
Toyota;2016;74349;Wagon;Automatic;Diesel;2753;Blue;7;45200
Toyota;2016;105000;Dual Cab Utility;Automatic;Diesel;2753;White;5;48500
Toyota;2016;107537;Van;Automatic;Diesel;2982;White;2;39990
Mazda;2016;46611;Wagon;Automatic;Diesel;2191;White;5;34990
Toyota;2016;86055;Bus;Automatic;Diesel;2982;White;14;52990
Mazda;2016;164773;Sedan;Automatic;Unleaded Petrol;2488;Red;5;17990
Subaru;2016;51839;Wagon;Automatic;Unleaded Petrol;2498;Grey;5;32980
Toyota;2016;76900;Wagon;Automatic;Unleaded Petrol;3456;blue;7;38800
Mitsubishi;2016;91335;Wagon;Automatic;Diesel;2268;White;5;23998
Mitsubishi;2016;155383;Wagon;Automatic;Diesel;3200;Grey;7;44990
Nissan;2016;144573;Double Cab Utility;Manual;Diesel;2298;Polar;5;32500
Toyota;2016;113501;Coupe;Automatic;Premium Unleaded Petrol;1998;Red;4;29400
Isuzu;2016;107172;Cab Chassis;Manual;Diesel;2999;White;2;23999
Nissan;2016;162259;Wagon;Automatic;Premium Unleaded Petrol;3498;White;7;23950
Mitsubishi;2016;76789;Wagon;Automatic;Diesel;2442;Silver;5;42750
Mitsubishi;2016;81162;Wagon;Automatic;Unleaded Petrol;2360;Grey;5;25498
Hyundai;2016;107990;Wagon;Automatic;Unleaded Petrol;1999;Grey;5;22984
Mitsubishi;2016;65898;Wagon;Automatic;Unleaded Petrol;1998;Silver;5;22300
Toyota;2016;63405;Hatchback;Automatic;Unleaded Petrol;1299;Blue;5;20990
Subaru;2016;46769;Wagon;Automatic;Premium Unleaded Petrol;3630;Blue;5;34990
Subaru;2016;64945;Wagon;Automatic;Diesel;1998;Blue;5;31888
Isuzu;2016;101282;Crew Cab Utility;Automatic;Diesel;2999;Orange;5;47990
Isuzu;2016;112311;Space Cab Utility;Automatic;Diesel;2999;White;4;31365
Hyundai;2016;67650;Wagon;Automatic;Diesel;2199;Grey;7;29990
Isuzu;2016;141003;Crew Cab Utility;Automatic;Diesel;2999;White;5;45989
Toyota;2016;41228;Wagon;Automatic;Unleaded Petrol;2494;White;5;35999
Toyota;2016;195898;Wagon;Automatic;Diesel;2753;White;7;36990
Isuzu;2016;152430;Crew Cab Utility;Automatic;Diesel;2999;White;5;34890
Toyota;2016;71839;Sedan;Automatic;Unleaded Petrol;2494;White;5;23990
Toyota;2016;77520;Hatchback;Automatic;Premium Unleaded/Electric;1798;White;5;26990
Mazda;2016;98070;Wagon;Automatic;Unleaded Petrol;2488;White;5;30950
Nissan;2016;171048;Wagon;Manual;Premium Unleaded Petrol;1618;Yellow;5;13750
Mitsubishi;2016;68165;Dual Cab Utility;Automatic;Diesel;2440;White;5;33880
Subaru;2016;49605;Wagon;Automatic;Unleaded Petrol;2498;White;5;32450
Toyota;2016;35645;Wagon;Automatic;Unleaded Petrol;3456;Silver;7;46990
Subaru;2016;65081;Wagon;Automatic;Premium Unleaded Petrol;1998;Blue;5;31970
Toyota;2016;134224;Wagon;Automatic;Diesel;2753;Silver;7;51888
Mitsubishi;2016;195247;Dual Cab Utility;Manual;Diesel;2440;Red;5;29995
Mazda;2016;131258;Wagon;Automatic;Unleaded Petrol;2488;White;7;34990
Isuzu;2016;120169;Crew Cab Utility;Automatic;Diesel;2999;Silver;5;43990
Mitsubishi;2016;120000;Dual Cab Chassis;Automatic;Diesel;2440;black;5;35500
Hyundai;2016;93401;Wagon;Automatic;Diesel;2199;Silver;7;25884
Mitsubishi;2016;107275;Wagon;Automatic;Diesel;2268;Grey;7;28490
Mitsubishi;2016;53000;Wagon;Automatic;Diesel;2442;Beige;5;45500
Toyota;2016;140941;Wagon;Automatic;Diesel;2753;White;7;43995
Toyota;2016;108906;Dual Cab Utility;Manual;Diesel;2753;Blue;5;48990
Toyota;2016;8980;Van;Automatic;Unleaded Petrol;2694;White;2;44490
Mazda;2016;140166;Wagon;Automatic;Diesel;2191;Silver;5;23990
Nissan;2016;137726;Wagon;Automatic;Unleaded Petrol;1997;White;5;22990
Hyundai;2016;53481;Wagon;Automatic;Unleaded Petrol;1999;Silver;5;28990
Hyundai;2016;71030;Wagon;Automatic;Unleaded Petrol;3342;Blue;7;26888
Toyota;2016;98488;Van;Automatic;Diesel;2982;Silver;2;33900
Toyota;2016;166712;Wagon;Automatic;Diesel;2753;Black;7;44990
Mitsubishi;2016;173673;Wagon;Automatic;Unleaded Petrol;2360;Silver;7;24005
Nissan;2016;122140;Wagon;Automatic;Premium Unleaded Petrol;5552;White;7;73850
Toyota;2016;60846;Van;Automatic;Diesel;2982;White;2;41980
Isuzu;2016;149502;Cab Chassis;Automatic;Diesel;2999;White;2;35990
Nissan;2016;138941;Wagon;Automatic;Unleaded Petrol;2488;Silver;5;23888
Mazda;2016;139318;Hatchback;Automatic;Unleaded Petrol;2488;Black;5;22990
Toyota;2016;46742;Van;Automatic;Unleaded Petrol;2694;White;2;40888
Toyota;2016;67291;Wagon;Automatic;Unleaded Petrol;2494;Red;5;39987
Mazda;2016;161520;Dual Cab Utility;Manual;Diesel;3196;Brown;5;31990
Toyota;2016;91748;Hatchback;Automatic;Unleaded Petrol/Electric;1497;White;5;23990
Toyota;2016;162783;Hatchback;Automatic;Unleaded Petrol/Electric;1497;White;5;19900
Toyota;2016;133512;Wagon;Automatic;Unleaded Petrol;3456;Grey;7;31990
Hyundai;2016;9823;Hatchback;Automatic;Unleaded Petrol;1368;White;5;19000
Subaru;2016;207454;Sedan;Automatic;Premium Unleaded Petrol;2498;White;5;14990
Mazda;2016;157163;Wagon;Automatic;Unleaded Petrol;1998;Black;5;21800
Hyundai;2016;51684;Sedan;Automatic;Unleaded Petrol;1998;Grey;5;21490
Toyota;2016;65054;Wagon;Automatic;Unleaded Petrol;3456;Blue;7;38290
Toyota;2016;174907;Dual Cab Utility;Automatic;Diesel;2753;White;5;39990
Mazda;2016;53437;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;29990
Subaru;2016;74878;Wagon;Automatic;Diesel;1998;White;5;34990
Mitsubishi;2016;101635;Dual Cab Chassis;Manual;Diesel;2440;Silver;5;29999
Mazda;2016;39532;Hatchback;Manual;Unleaded Petrol;1998;Red;5;22350
Subaru;2016;51068;Wagon;Automatic;Unleaded Petrol;2498;White;5;34999
Subaru;2016;90015;Wagon;Automatic;Premium Unleaded Petrol;1998;White;5;32500
Hyundai;2016;186000;Wagon;Manual;Unleaded Petrol;1999;White;5;19500
Nissan;2016;72300;Wagon;Automatic;Unleaded Petrol;1997;BLACK;5;25800
Hyundai;2016;100427;Sedan;Automatic;Unleaded Petrol;1999;Silver;5;19000
Mitsubishi;2016;49930;Wagon;Automatic;Unleaded Petrol;1998;Black;5;22970
Toyota;2016;101042;Wagon;Automatic;Diesel;2753;Black;7;49990
Hyundai;2016;212309;Hatchback;Automatic;Diesel;1582;White;5;13750
Toyota;2016;112380;Wagon;Automatic;Diesel;2753;White;7;55995
Mitsubishi;2016;134431;Wagon;Automatic;Unleaded Petrol;2360;Grey;5;23990
Subaru;2016;128048;Wagon;Automatic;Diesel;1998;White;5;26999
Toyota;2016;91057;Wagon;Automatic;Unleaded Petrol;2494;White;5;29888
Toyota;2016;109811;Wagon;Automatic;Diesel;4461;Silver;7;89990
Hyundai;2016;110000;Sedan;Automatic;Unleaded Petrol;3778;White;5;32500
Honda;2016;77162;Wagon;Automatic;Unleaded Petrol;1997;Blue;5;26990
Mazda;2016;109714;Cab Chassis;Automatic;Diesel;3196;Silver;3;31990
Nissan;2016;183005;Wagon;Manual;Diesel;1598;White;5;16990
Toyota;2016;139900;X Cab Utility;Manual;Diesel;2753;White;4;44990
Hyundai;2016;106871;Wagon;Automatic;Diesel;2199;White;7;32990
Toyota;2016;129027;Wagon;Automatic;Unleaded Petrol;3456;Grey;7;35469
Hyundai;2016;108532;Wagon;Automatic;Diesel;2199;Red;7;34977
Mitsubishi;2016;115467;Wagon;Automatic;Unleaded Petrol;1998;Red;5;23790
Hyundai;2016;80886;Wagon;Automatic;Unleaded Petrol;1591;White;5;28339
Honda;2016;61855;Wagon;Automatic;Unleaded Petrol;1799;White;5;24990
Toyota;2016;107548;Wagon;Automatic;Diesel;2753;White;7;53990
Nissan;2016;157022;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;23987
Mitsubishi;2016;93490;Wagon;Automatic;Diesel;2442;Silver;7;41999
Mitsubishi;2016;224388;Dual Cab Utility;Automatic;Diesel;2440;White;5;27990
Suzuki;2016;135404;Wagon;Automatic;Unleaded Petrol;1373;Beige;5;23500
Nissan;2016;78500;Wagon;Automatic;Unleaded Petrol;2488;Diamond;5;25950
Hyundai;2016;138591;Sedan;Automatic;Unleaded Petrol;1999;Grey;5;19880
Isuzu;2016;99090;Crew Cab Utility;Automatic;Diesel;2999;White;5;31950
Mitsubishi;2016;82178;Wagon;Automatic;Unleaded Petrol;1998;White;5;22990
Honda;2016;69775;Sedan;Automatic;Unleaded Petrol;2356;Liquid;5;29990
Toyota;2016;64186;Wagon;Automatic;Diesel;2753;Black;7;57998
Subaru;2016;41429;Wagon;Automatic;Premium Unleaded Petrol;1998;White;5;44211
Mitsubishi;2016;174986;Dual Cab Utility;Automatic;Diesel;2440;Black;5;29980
Nissan;2016;66296;Dual Cab Utility;Manual;Diesel;2298;White;5;42990
Isuzu;2016;137022;Crew Cab Utility;Automatic;Diesel;2999;White;5;30888
Mazda;2016;99304;Dual Cab Utility;Manual;Diesel;3196;Blue;5;32950
Subaru;2016;65302;Sedan;Automatic;Premium Unleaded Petrol;1998;Black;5;39990
Hyundai;2016;112500;Hatchback;Automatic;Unleaded Petrol;1797;White;5;15990
Toyota;2016;66730;Van;Automatic;Diesel;2982;White;2;41490
Hyundai;2016;96560;Hatchback;Automatic;Unleaded Petrol;1797;Dark;5;17000
Mitsubishi;2016;62200;Wagon;Automatic;Unleaded Petrol;1998;silver;5;23000
Hyundai;2016;80000;Wagon;Automatic;Diesel;2199;Grey;7;31880
Toyota;2016;185000;Van;Manual;Diesel;2982;Yellow;2;35000
Mitsubishi;2016;169649;Dual Cab Chassis;Manual;Diesel;2440;White;5;29990
Hyundai;2016;183760;Wagon;Manual;Unleaded Petrol;1999;White;5;17500
Nissan;2016;65973;Wagon;Automatic;Diesel;1598;White;5;24499
Mazda;2016;85779;Wagon;Automatic;Unleaded Petrol;2488;Grey;7;44390
Nissan;2016;99611;Dual Cab Utility;Automatic;Diesel;2298;White;5;43990
Toyota;2016;70426;Cab Chassis;Manual;Diesel;2393;White;2;29999
Mitsubishi;2016;124166;Dual Cab Utility;Automatic;Diesel;2440;Black;5;36880
Mitsubishi;2016;146081;Wagon;Automatic;Unleaded Petrol;2360;Red;5;21990
Nissan;2016;145509;Dual Cab Utility;Manual;Diesel;2298;White;5;35888
Mazda;2016;101023;Wagon;Automatic;Unleaded Petrol;2488;White;5;27500
Mazda;2016;73283;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;29990
Toyota;2016;116508;Dual Cab Utility;Automatic;Diesel;2753;White;5;46251
Subaru;2016;58760;Wagon;Automatic;Unleaded Petrol;1995;Silver;5;25990
Toyota;2016;86435;Dual Cab Utility;Automatic;Diesel;2753;White;5;52995
Nissan;2016;169858;Dual Cab Utility;Automatic;Diesel;2298;Black;5;32990
Subaru;2016;174362;Wagon;Automatic;Unleaded Petrol;2498;Blue;5;24290
Mitsubishi;2016;80610;Dual Cab Utility;Automatic;Diesel;2440;White;5;39990
Toyota;2016;155587;Van;Automatic;Diesel;2982;White;2;43803
Toyota;2016;61800;Dual Cab Utility;Automatic;Diesel;2753;crystal;5;49888
Toyota;2016;117580;Wagon;Automatic;Diesel;4461;White;7;95000
Mitsubishi;2016;100276;Sedan;Automatic;Unleaded Petrol;1998;Red;5;16950
Toyota;2016;96084;Wagon;Automatic;Unleaded Petrol;3456;Silver;7;45705
Nissan;2016;59018;Wagon;Automatic;Unleaded Petrol;1997;Black;5;24990
Hyundai;2016;57248;Wagon;Automatic;Diesel;1995;Grey;5;29989
Hyundai;2016;95703;Hatchback;Automatic;Unleaded Petrol;1368;White;5;15000
Toyota;2016;167278;Van;Automatic;Diesel;2982;Silver;2;30000
Honda;2016;121416;Wagon;Automatic;Unleaded Petrol;1799;Blue;5;28173
Mazda;2016;54204;Sedan;Manual;Unleaded Petrol;2488;White;5;23990
Mitsubishi;2016;74793;Sedan;Automatic;Unleaded Petrol;1998;Black;5;21990
Hyundai;2016;119171;Wagon;Automatic;Unleaded Petrol;1999;Blue;5;24498
Mitsubishi;2016;154301;Dual Cab Chassis;Automatic;Diesel;2440;White;5;33990
Isuzu;2016;161707;Crew Cab Utility;Automatic;Diesel;2999;White;5;25999
Isuzu;2016;116024;Crew Cab Utility;Automatic;Diesel;2999;White;5;26999
Mazda;2016;73778;Wagon;Automatic;Unleaded Petrol;1997;Blue;5;26090
Hyundai;2016;84222;Wagon;Automatic;Unleaded Petrol;1591;White;5;32990
Mitsubishi;2016;40222;Sedan;Manual;Unleaded Petrol;1998;White;5;18500
Hyundai;2016;132161;Wagon;Automatic;Diesel;1685;White;5;17990
Toyota;2016;195736;Van;Manual;Diesel;2982;White;2;28990
Subaru;2016;66760;Wagon;Automatic;Premium Unleaded Petrol;1998;White;5;36990
Toyota;2016;34352;Sedan;Automatic;Unleaded Petrol;2494;White;5;33990
Toyota;2016;120721;Wagon;Automatic;Unleaded Petrol;3456;Silver;7;31290
Nissan;2016;113353;Wagon;Automatic;Unleaded Petrol;2488;White;5;27930
Isuzu;2016;85413;Space Cab Utility;Automatic;Diesel;2999;White;4;32090
Mitsubishi;2016;205329;Dual Cab Chassis;Manual;Diesel;2440;White;5;24800
Mitsubishi;2016;226207;Dual Cab Chassis;Manual;Diesel;2440;Silver;5;23800
Subaru;2016;119062;Wagon;Automatic;Diesel;1998;White;5;26990
Subaru;2016;67304;Hatchback;Automatic;Unleaded Petrol;1995;Silver;5;24880
Toyota;2016;122823;Van;Automatic;Diesel;2982;White;2;37990
Toyota;2016;169262;Wagon;Automatic;Diesel;2753;White;7;35800
Hyundai;2016;71943;Hatchback;Automatic;Unleaded Petrol;1797;Polar;5;17500
Toyota;2016;89886;Wagon;Automatic;Unleaded Petrol;3456;Red;7;32190
Mitsubishi;2016;380934;Dual Cab Chassis;Automatic;Diesel;2440;White;5;16484
Toyota;2016;144786;Dual Cab Chassis;Manual;Diesel;2753;White;5;43999
Toyota;2016;116422;Wagon;Automatic;Diesel;2753;White;7;65990
Toyota;2016;56906;Wagon;Automatic;Unleaded Petrol;2362;White;8;32990
Mitsubishi;2016;58366;Sedan;Manual;Unleaded Petrol;1998;Blue;5;17990
Hyundai;2016;67773;Hatchback;Automatic;Unleaded Petrol;1999;White;5;25800
Subaru;2016;96541;Wagon;Automatic;Premium Unleaded Petrol;1998;White;5;33999
Toyota;2016;148000;Van;Manual;Diesel;2982;Black;5;29500
Toyota;2016;89920;Van;Automatic;Diesel;2982;White;2;39990
Hyundai;2016;72180;Hatchback;Automatic;Unleaded Petrol;1797;White;5;20000
Toyota;2016;57903;Wagon;Automatic;Unleaded Petrol;1987;Blue;5;33888
Nissan;2016;101587;Double Cab Utility;Automatic;Diesel;2298;Blue;5;35800
Toyota;2016;80832;Van;Automatic;Diesel;2982;White;2;41670
Hyundai;2016;63225;Hatchback;Automatic;Diesel;1582;Grey;5;22990
Toyota;2016;110619;Hatchback;Automatic;Unleaded Petrol;1798;Silver;5;21990
Mazda;2016;119045;Hatchback;Automatic;Unleaded Petrol;1998;Blue;5;19970
Mazda;2016;109261;Wagon;Automatic;Diesel;2191;Blue;5;29990
Hyundai;2016;76386;Wagon;Automatic;Unleaded Petrol;1999;Grey;5;25690
Honda;2016;80802;Hatchback;Automatic;Unleaded Petrol;1497;Silver;5;16995
Isuzu;2016;67872;Cab Chassis;Automatic;Diesel;2999;White;2;29450
Honda;2016;84116;Sedan;Automatic;Unleaded Petrol;1498;Grey;5;27880
Toyota;2016;50640;Hatchback;Automatic;Unleaded Petrol;1299;Blue;5;22990
Hyundai;2016;67934;Hatchback;Automatic;Diesel;1582;Grey;5;21990
Toyota;2016;75227;Dual Cab Utility;Automatic;Diesel;2753;White;5;49888
Subaru;2016;59264;Wagon;Automatic;Unleaded Petrol;2498;White;5;39990
Toyota;2016;176652;Cab Chassis;Manual;Diesel;2393;White;2;22990
Hyundai;2016;100124;Wagon;Automatic;Unleaded Petrol;1591;Grey;5;31670
Isuzu;2016;76102;Space Cab Chassis;Automatic;Diesel;2999;White;4;43990
Honda;2016;49818;Wagon;Automatic;Unleaded Petrol;1799;Red;5;27990
Hyundai;2016;29916;Sedan;Automatic;Unleaded Petrol;1998;White;5;28850
Toyota;2016;122000;Wagon;Automatic;Diesel;4461;Grey;7;87555
Mazda;2016;92715;Sedan;Automatic;Unleaded Petrol;1998;Grey;5;19688
Mitsubishi;2016;159987;Dual Cab Utility;Manual;Diesel;2440;White;5;26913
Hyundai;2016;106441;Hatchback;Automatic;Unleaded Petrol;1368;White;5;17995
Nissan;2016;108326;Wagon;Automatic;Premium Unleaded Petrol;3498;Grey;7;22730
Honda;2016;101582;Hatchback;Automatic;Unleaded Petrol;1497;Grey;5;16888
Isuzu;2016;48635;Crew Cab Utility;Automatic;Diesel;2999;White;5;41790
Mazda;2016;124422;Wagon;Automatic;Unleaded Petrol;1997;White;5;20794
Mazda;2016;168106;Wagon;Automatic;Diesel;2191;Grey;5;22800
Hyundai;2016;87466;Hatchback;Automatic;Unleaded Petrol;1368;Silver;5;15888
Toyota;2016;140000;Dual Cab Utility;Manual;Diesel;2753;Blue;5;48000
Mitsubishi;2016;157523;Wagon;Automatic;Unleaded Petrol;1998;Grey;5;19800
Nissan;2016;110199;Wagon;Automatic;Unleaded Petrol;2488;Silver;5;21800
Subaru;2016;222346;Wagon;Automatic;Unleaded Petrol;2498;White;5;16863
Toyota;2016;122123;Cab Chassis;Manual;Diesel;4461;Grey;2;89995
Mitsubishi;2016;188648;Dual Cab Utility;Manual;Diesel;2440;White;5;25880
Mazda;2016;24697;Convertible;Manual;Premium Unleaded Petrol;1998;White;2;34999
Subaru;2016;135566;Wagon;Automatic;Unleaded Petrol;2498;White;5;26999
Toyota;2016;137197;Van;Automatic;Diesel;2982;White;2;32990
Toyota;2016;179780;Wagon;Automatic;Diesel;2753;White;7;50888
Toyota;2016;127877;Dual Cab Utility;Automatic;Diesel;2753;Red;5;49995
Nissan;2016;82611;Wagon;Automatic;Unleaded Petrol;1997;Silver;5;24990
Isuzu;2016;217919;Wagon;Automatic;Diesel;2999;White;7;29990
Toyota;2016;30750;Van;Automatic;Diesel;2982;White;2;43670
Toyota;2016;31698;Hatchback;Automatic;Unleaded Petrol;1798;Silver;5;21888
Toyota;2016;119477;Dual Cab Utility;Automatic;Diesel;2753;White;5;45990
Toyota;2016;61041;Wagon;Automatic;Unleaded Petrol;3456;Black;7;44990
Hyundai;2016;76796;Sedan;Automatic;Unleaded Petrol;1999;Black;5;17888
Honda;2016;98100;Wagon;Automatic;Unleaded Petrol;1799;Grey;5;27650
Suzuki;2016;49073;Wagon;Automatic;Unleaded Petrol;1586;Brown;5;23990
Subaru;2016;79847;Wagon;Automatic;Diesel;1998;Black;5;30390
Isuzu;2016;89259;Wagon;Automatic;Diesel;2999;White;7;42990
Hyundai;2016;37745;Sedan;Automatic;Diesel;1685;White;5;23500
Toyota;2016;55668;Wagon;Automatic;Unleaded Petrol;3456;Grey;7;34990
Nissan;2016;55629;Wagon;Automatic;Unleaded Petrol;2488;Grey;5;29992
Toyota;2016;107227;Sedan;Automatic;Unleaded Petrol;2494;Grey;5;23990
Mitsubishi;2016;197000;Wagon;Automatic;Unleaded Petrol;1998;White;5;14000
Subaru;2016;90930;Wagon;Automatic;Premium Unleaded Petrol;2498;Red;5;35990
Honda;2016;103000;Sedan;Automatic;Unleaded Petrol;1498;white;5;22000
Mazda;2016;79798;Wagon;Automatic;Unleaded Petrol;1997;Silver;5;26735
Subaru;2016;87596;Wagon;Automatic;Unleaded Petrol;2498;Silver;5;30990
Hyundai;2016;41530;Hatchback;Automatic;Unleaded Petrol;1797;Grey;5;23990
Hyundai;2016;107830;Wagon;Automatic;Diesel;2199;Silver;7;284888
Subaru;2016;176064;Wagon;Manual;Diesel;1998;Silver;5;20999
Suzuki;2016;68550;Wagon;Automatic;Unleaded Petrol;1586;Grey;5;22850
Nissan;2016;91741;Double Cab Utility;Manual;Diesel;2298;Black;5;37000
Toyota;2016;125718;Dual Cab Utility;Automatic;Diesel;2393;White;5;39980
Mitsubishi;2016;110311;Dual Cab Utility;Automatic;Diesel;2440;Blue;5;40800
Nissan;2016;97950;Double Cab Utility;Manual;Diesel;2298;White;5;39990
Toyota;2016;54459;Wagon;Automatic;Unleaded Petrol;1987;White;5;29995
Mitsubishi;2016;85506;Wagon;Automatic;Diesel;2442;Silver;5;41990
Toyota;2016;172889;Wagon;Automatic;Diesel;2753;Grey;7;39950
Toyota;2016;103527;Dual Cab Chassis;Manual;Diesel;2753;White;5;44888
Nissan;2016;121109;Dual Cab Utility;Automatic;Diesel;2298;Black;5;38998
Subaru;2016;47036;Wagon;Automatic;Premium Unleaded Petrol;1998;Silver;5;32999
Mazda;2016;65760;Hatchback;Manual;Unleaded Petrol;1998;Red;5;20990
Toyota;2016;248000;Dual Cab Utility;Automatic;Diesel;2753;white;5;17600
Toyota;2016;148000;Wagon;Automatic;Diesel;2753;White;5;40000
Toyota;2016;99876;Wagon;Automatic;Diesel;4461;White;7;112880
Mazda;2016;186133;Dual Cab Utility;Automatic;Diesel;3196;Silver;5;32800
Mitsubishi;2016;186278;Dual Cab Utility;Automatic;Diesel;2440;White;5;34990
Mitsubishi;2016;112832;Dual Cab Chassis;Manual;Diesel;2440;Red;5;36990
Nissan;2016;93325;Wagon;Automatic;Unleaded Petrol;2488;Silver;7;24990
Honda;2016;94180;Wagon;Automatic;Unleaded Petrol;1799;Silver;5;27365
Toyota;2016;127011;Cab Chassis;Manual;Diesel;2393;White;2;36990
Mitsubishi;2016;119869;Dual Cab Utility;Automatic;Diesel;2440;White;5;32999
Mazda;2016;106580;Dual Cab Utility;Automatic;Diesel;3196;White;5;38990
Mitsubishi;2016;64447;Wagon;Automatic;Unleaded Petrol;1998;Brown;5;25990
Toyota;2016;272000;Sedan;Automatic;Unleaded Petrol;2494;White;5;15990
Hyundai;2016;199693;Wagon;Automatic;Diesel;2199;White;7;21980
Isuzu;2016;177828;Crew Cab Chassis;Automatic;Diesel;2999;White;5;25975
Hyundai;2016;38703;Wagon;Automatic;Unleaded Petrol;1591;Red;5;31990
